r1,r2,r3,support,body,confidence,example_1,example_2,example_3
sonOf,greatGrandfatherOf,greatUncleOf,209,513,0.4074074074074074,luis14-[sonOf]->moritz8-[greatGrandfatherOf]->fabian26 => luis14-[greatUncleOf]->fabian26,luis14-[sonOf]->moritz8-[greatGrandfatherOf]->lisa5 => luis14-[greatUncleOf]->lisa5,luis14-[sonOf]->moritz8-[greatGrandfatherOf]->nico4 => luis14-[greatUncleOf]->nico4
boySecondCousinOf,sonOf,boyFirstCousinOnceRemovedOf,11,27,0.4074074074074074,fabian26-[boySecondCousinOf]->elias6-[sonOf]->olivia0 => fabian26-[boyFirstCousinOnceRemovedOf]->olivia0,fabian26-[boySecondCousinOf]->nico4-[sonOf]->olivia0 => fabian26-[boyFirstCousinOnceRemovedOf]->olivia0,nico4-[boySecondCousinOf]->fabian26-[sonOf]->jonas23 => nico4-[boyFirstCousinOnceRemovedOf]->jonas23
secondAuntOf,granddaughterOf,nieceOf,56,138,0.4057971014492754,olivia0-[secondAuntOf]->lena18-[granddaughterOf]->luis14 => olivia0-[nieceOf]->luis14,selina10-[secondAuntOf]->lena18-[granddaughterOf]->luis14 => selina10-[nieceOf]->luis14,isabella11-[secondAuntOf]->lena18-[granddaughterOf]->luis14 => isabella11-[nieceOf]->luis14
sonOf,grandmotherOf,fatherOf,204,506,0.4031620553359684,luis14-[sonOf]->emma7-[grandmotherOf]->leon16 => luis14-[fatherOf]->leon16,leon16-[sonOf]->emily15-[grandmotherOf]->lena18 => leon16-[fatherOf]->lena18,dominik2-[sonOf]->ella19-[grandmotherOf]->adam9 => dominik2-[fatherOf]->adam9
girlCousinOf,boyCousinOf,girlCousinOf,134,336,0.39880952380952384,olivia0-[girlCousinOf]->leon16-[boyCousinOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,olivia0-[girlCousinOf]->leon16-[boyCousinOf]->jonas23 => olivia0-[girlCousinOf]->jonas23,olivia0-[girlCousinOf]->jonas23-[boyCousinOf]->leon16 => olivia0-[girlCousinOf]->leon16
secondAuntOf,grandsonOf,nieceOf,67,168,0.39880952380952384,olivia0-[secondAuntOf]->fabian26-[grandsonOf]->paula12 => olivia0-[nieceOf]->paula12,selina10-[secondAuntOf]->fabian26-[grandsonOf]->paula12 => selina10-[nieceOf]->paula12,isabella11-[secondAuntOf]->fabian26-[grandsonOf]->paula12 => isabella11-[nieceOf]->paula12
secondUncleOf,granddaughterOf,nephewOf,56,142,0.39436619718309857,leon16-[secondUncleOf]->lisa5-[granddaughterOf]->katharina1 => leon16-[nephewOf]->katharina1,jonas23-[secondUncleOf]->lisa5-[granddaughterOf]->katharina1 => jonas23-[nephewOf]->katharina1,jonas23-[secondUncleOf]->lena18-[granddaughterOf]->luis14 => jonas23-[nephewOf]->luis14
sisterOf,greatUncleOf,grandmotherOf,83,211,0.3933649289099526,katharina1-[sisterOf]->luis14-[greatUncleOf]->lisa5 => katharina1-[grandmotherOf]->lisa5,katharina1-[sisterOf]->luis14-[greatUncleOf]->elias6 => katharina1-[grandmotherOf]->elias6,katharina1-[sisterOf]->luis14-[greatUncleOf]->nico4 => katharina1-[grandmotherOf]->nico4
uncleOf,girlCousinOf,fatherOf,116,295,0.39322033898305087,luis14-[uncleOf]->johanna22-[girlCousinOf]->leon16 => luis14-[fatherOf]->leon16,luis14-[uncleOf]->olivia0-[girlCousinOf]->leon16 => luis14-[fatherOf]->leon16,luis14-[uncleOf]->isabella11-[girlCousinOf]->leon16 => luis14-[fatherOf]->leon16
greatUncleOf,daughterOf,uncleOf,45,115,0.391304347826087,luis14-[greatUncleOf]->lisa5-[daughterOf]->olivia0 => luis14-[uncleOf]->olivia0,philipp70-[greatUncleOf]->claudia69-[daughterOf]->elena55 => philipp70-[uncleOf]->elena55,philipp70-[greatUncleOf]->magdalena59-[daughterOf]->elena55 => philipp70-[uncleOf]->elena55
greatUncleOf,girlSecondCousinOf,greatUncleOf,16,41,0.3902439024390244,luis14-[greatUncleOf]->lisa5-[girlSecondCousinOf]->fabian26 => luis14-[greatUncleOf]->fabian26,adam125-[greatUncleOf]->emilia130-[girlSecondCousinOf]->luca129 => adam125-[greatUncleOf]->luca129,adam125-[greatUncleOf]->emilia130-[girlSecondCousinOf]->marlene127 => adam125-[greatUncleOf]->marlene127
secondAuntOf,sonOf,girlCousinOf,44,113,0.3893805309734513,olivia0-[secondAuntOf]->fabian26-[sonOf]->jonas23 => olivia0-[girlCousinOf]->jonas23,selina10-[secondAuntOf]->fabian26-[sonOf]->jonas23 => selina10-[girlCousinOf]->jonas23,isabella11-[secondAuntOf]->fabian26-[sonOf]->jonas23 => isabella11-[girlCousinOf]->jonas23
fatherOf,granddaughterOf,sonOf,206,530,0.3886792452830189,leon16-[fatherOf]->lena18-[granddaughterOf]->luis14 => leon16-[sonOf]->luis14,leon16-[fatherOf]->lena18-[granddaughterOf]->emily15 => leon16-[sonOf]->emily15,dominik2-[fatherOf]->isabella11-[granddaughterOf]->david20 => dominik2-[sonOf]->david20
greatAuntOf,sonOf,auntOf,73,188,0.3882978723404255,katharina1-[greatAuntOf]->fabian26-[sonOf]->jonas23 => katharina1-[auntOf]->jonas23,paula12-[greatAuntOf]->elias6-[sonOf]->olivia0 => paula12-[auntOf]->olivia0,paula12-[greatAuntOf]->nico4-[sonOf]->olivia0 => paula12-[auntOf]->olivia0
brotherOf,auntOf,fatherOf,168,433,0.38799076212471134,luis14-[brotherOf]->katharina1-[auntOf]->leon16 => luis14-[fatherOf]->leon16,luis14-[brotherOf]->paula12-[auntOf]->leon16 => luis14-[fatherOf]->leon16,luis14-[brotherOf]->natalie13-[auntOf]->leon16 => luis14-[fatherOf]->leon16
auntOf,secondUncleOf,grandmotherOf,50,129,0.3875968992248062,katharina1-[auntOf]->leon16-[secondUncleOf]->lisa5 => katharina1-[grandmotherOf]->lisa5,katharina1-[auntOf]->leon16-[secondUncleOf]->elias6 => katharina1-[grandmotherOf]->elias6,katharina1-[auntOf]->leon16-[secondUncleOf]->nico4 => katharina1-[grandmotherOf]->nico4
grandfatherOf,daughterOf,fatherOf,154,400,0.385,luis14-[grandfatherOf]->lena18-[daughterOf]->leon16 => luis14-[fatherOf]->leon16,david20-[grandfatherOf]->olivia0-[daughterOf]->dominik2 => david20-[fatherOf]->dominik2,david20-[grandfatherOf]->isabella11-[daughterOf]->dominik2 => david20-[fatherOf]->dominik2
grandmotherOf,daughterOf,motherOf,154,400,0.385,emily15-[grandmotherOf]->lena18-[daughterOf]->leon16 => emily15-[motherOf]->leon16,ella19-[grandmotherOf]->olivia0-[daughterOf]->dominik2 => ella19-[motherOf]->dominik2,ella19-[grandmotherOf]->isabella11-[daughterOf]->dominik2 => ella19-[motherOf]->dominik2
grandfatherOf,sonOf,fatherOf,163,426,0.3826291079812207,david20-[grandfatherOf]->adam9-[sonOf]->dominik2 => david20-[fatherOf]->dominik2,david20-[grandfatherOf]->oskar24-[sonOf]->dominik2 => david20-[fatherOf]->dominik2,moritz8-[grandfatherOf]->leon16-[sonOf]->luis14 => moritz8-[fatherOf]->luis14
grandmotherOf,sonOf,motherOf,163,426,0.3826291079812207,ella19-[grandmotherOf]->adam9-[sonOf]->dominik2 => ella19-[motherOf]->dominik2,ella19-[grandmotherOf]->oskar24-[sonOf]->dominik2 => ella19-[motherOf]->dominik2,emma7-[grandmotherOf]->leon16-[sonOf]->luis14 => emma7-[motherOf]->luis14
girlFirstCousinOnceRemovedOf,secondAuntOf,sisterOf,40,105,0.38095238095238093,lisa5-[girlFirstCousinOnceRemovedOf]->johanna22-[secondAuntOf]->elias6 => lisa5-[sisterOf]->elias6,lisa5-[girlFirstCousinOnceRemovedOf]->johanna22-[secondAuntOf]->nico4 => lisa5-[sisterOf]->nico4,natalie151-[girlFirstCousinOnceRemovedOf]->marie139-[secondAuntOf]->dominik148 => natalie151-[sisterOf]->dominik148
grandfatherOf,boySecondCousinOf,greatUncleOf,22,58,0.3793103448275862,julian108-[grandfatherOf]->luca129-[boySecondCousinOf]->emilia130 => julian108-[greatUncleOf]->emilia130,julian108-[grandfatherOf]->luca129-[boySecondCousinOf]->alina123 => julian108-[greatUncleOf]->alina123,david132-[grandfatherOf]->dominik148-[boySecondCousinOf]->lara150 => david132-[greatUncleOf]->lara150
greatUncleOf,grandsonOf,brotherOf,79,210,0.3761904761904762,luis14-[greatUncleOf]->fabian26-[grandsonOf]->paula12 => luis14-[brotherOf]->paula12,luis14-[greatUncleOf]->elias6-[grandsonOf]->katharina1 => luis14-[brotherOf]->katharina1,luis14-[greatUncleOf]->nico4-[grandsonOf]->katharina1 => luis14-[brotherOf]->katharina1
greatUncleOf,girlFirstCousinOnceRemovedOf,fatherOf,39,104,0.375,luis14-[greatUncleOf]->lisa5-[girlFirstCousinOnceRemovedOf]->leon16 => luis14-[fatherOf]->leon16,jonathan84-[greatUncleOf]->gertrude97-[girlFirstCousinOnceRemovedOf]->lukas93 => jonathan84-[fatherOf]->lukas93,theodor105-[greatUncleOf]->marlene127-[girlFirstCousinOnceRemovedOf]->leo121 => theodor105-[fatherOf]->leo121
motherOf,boySecondCousinOf,secondAuntOf,18,48,0.375,olivia0-[motherOf]->elias6-[boySecondCousinOf]->fabian26 => olivia0-[secondAuntOf]->fabian26,olivia0-[motherOf]->elias6-[boySecondCousinOf]->lena18 => olivia0-[secondAuntOf]->lena18,maria295-[motherOf]->theodor298-[boySecondCousinOf]->isabella314 => maria295-[secondAuntOf]->isabella314
girlSecondCousinOf,girlSecondCousinOf,girlCousinOf,9,24,0.375,victoria142-[girlSecondCousinOf]->lara150-[girlSecondCousinOf]->natalie151 => victoria142-[girlCousinOf]->natalie151,victoria142-[girlSecondCousinOf]->lara150-[girlSecondCousinOf]->dominik148 => victoria142-[girlCousinOf]->dominik148,natalie151-[girlSecondCousinOf]->lara150-[girlSecondCousinOf]->victoria142 => natalie151-[girlCousinOf]->victoria142
greatAuntOf,grandsonOf,sisterOf,100,268,0.373134328358209,katharina1-[greatAuntOf]->fabian26-[grandsonOf]->paula12 => katharina1-[sisterOf]->paula12,paula12-[greatAuntOf]->elias6-[grandsonOf]->katharina1 => paula12-[sisterOf]->katharina1,paula12-[greatAuntOf]->nico4-[grandsonOf]->katharina1 => paula12-[sisterOf]->katharina1
greatAuntOf,boyFirstCousinOnceRemovedOf,motherOf,56,152,0.3684210526315789,katharina1-[greatAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->adam9 => katharina1-[motherOf]->adam9,katharina1-[greatAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->oskar24 => katharina1-[motherOf]->oskar24,katharina1-[greatAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->isabella11 => katharina1-[motherOf]->isabella11
fatherOf,grandsonOf,sonOf,187,508,0.36811023622047245,luis14-[fatherOf]->leon16-[grandsonOf]->moritz8 => luis14-[sonOf]->moritz8,luis14-[fatherOf]->leon16-[grandsonOf]->emma7 => luis14-[sonOf]->emma7,dominik2-[fatherOf]->oskar24-[grandsonOf]->david20 => dominik2-[sonOf]->david20
motherOf,granddaughterOf,daughterOf,194,530,0.3660377358490566,olivia0-[motherOf]->lisa5-[granddaughterOf]->katharina1 => olivia0-[daughterOf]->katharina1,olivia0-[motherOf]->lisa5-[granddaughterOf]->dominik2 => olivia0-[daughterOf]->dominik2,katharina1-[motherOf]->isabella11-[granddaughterOf]->moritz8 => katharina1-[daughterOf]->moritz8
daughterOf,grandfatherOf,motherOf,319,874,0.36498855835240274,olivia0-[daughterOf]->dominik2-[grandfatherOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[daughterOf]->dominik2-[grandfatherOf]->lisa5 => olivia0-[motherOf]->lisa5,katharina1-[daughterOf]->moritz8-[grandfatherOf]->oskar24 => katharina1-[motherOf]->oskar24
greatUncleOf,sonOf,uncleOf,50,137,0.36496350364963503,luis14-[greatUncleOf]->fabian26-[sonOf]->jonas23 => luis14-[uncleOf]->jonas23,luis14-[greatUncleOf]->elias6-[sonOf]->olivia0 => luis14-[uncleOf]->olivia0,luis14-[greatUncleOf]->nico4-[sonOf]->olivia0 => luis14-[uncleOf]->olivia0
sisterOf,greatAuntOf,grandmotherOf,87,239,0.36401673640167365,katharina1-[sisterOf]->paula12-[greatAuntOf]->elias6 => katharina1-[grandmotherOf]->elias6,katharina1-[sisterOf]->paula12-[greatAuntOf]->lisa5 => katharina1-[grandmotherOf]->lisa5,katharina1-[sisterOf]->paula12-[greatAuntOf]->nico4 => katharina1-[grandmotherOf]->nico4
uncleOf,boyCousinOf,fatherOf,98,270,0.362962962962963,luis14-[uncleOf]->adam9-[boyCousinOf]->leon16 => luis14-[fatherOf]->leon16,luis14-[uncleOf]->oskar24-[boyCousinOf]->leon16 => luis14-[fatherOf]->leon16,luis14-[uncleOf]->jonas23-[boyCousinOf]->leon16 => luis14-[fatherOf]->leon16
greatAuntOf,granddaughterOf,sisterOf,89,246,0.3617886178861789,katharina1-[greatAuntOf]->lena18-[granddaughterOf]->luis14 => katharina1-[sisterOf]->luis14,paula12-[greatAuntOf]->lisa5-[granddaughterOf]->katharina1 => paula12-[sisterOf]->katharina1,paula12-[greatAuntOf]->lena18-[granddaughterOf]->luis14 => paula12-[sisterOf]->luis14
girlCousinOf,girlCousinOf,girlCousinOf,129,357,0.36134453781512604,olivia0-[girlCousinOf]->johanna22-[girlCousinOf]->leon16 => olivia0-[girlCousinOf]->leon16,selina10-[girlCousinOf]->johanna22-[girlCousinOf]->leon16 => selina10-[girlCousinOf]->leon16,isabella11-[girlCousinOf]->johanna22-[girlCousinOf]->leon16 => isabella11-[girlCousinOf]->leon16
boyFirstCousinOnceRemovedOf,secondUncleOf,boyCousinOf,32,89,0.3595505617977528,nico91-[boyFirstCousinOnceRemovedOf]->philipp104-[secondUncleOf]->lukas93 => nico91-[boyCousinOf]->lukas93,lukas93-[boyFirstCousinOnceRemovedOf]->philipp104-[secondUncleOf]->david100 => lukas93-[boyCousinOf]->david100,lukas93-[boyFirstCousinOnceRemovedOf]->philipp104-[secondUncleOf]->nico91 => lukas93-[boyCousinOf]->nico91
greatAuntOf,girlFirstCousinOnceRemovedOf,motherOf,55,153,0.35947712418300654,katharina1-[greatAuntOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => katharina1-[motherOf]->adam9,katharina1-[greatAuntOf]->lena18-[girlFirstCousinOnceRemovedOf]->oskar24 => katharina1-[motherOf]->oskar24,katharina1-[greatAuntOf]->lena18-[girlFirstCousinOnceRemovedOf]->isabella11 => katharina1-[motherOf]->isabella11
auntOf,secondAuntOf,grandmotherOf,54,151,0.3576158940397351,katharina1-[auntOf]->johanna22-[secondAuntOf]->elias6 => katharina1-[grandmotherOf]->elias6,katharina1-[auntOf]->johanna22-[secondAuntOf]->lisa5 => katharina1-[grandmotherOf]->lisa5,katharina1-[auntOf]->johanna22-[secondAuntOf]->nico4 => katharina1-[grandmotherOf]->nico4
secondUncleOf,sonOf,boyCousinOf,35,98,0.35714285714285715,leon16-[secondUncleOf]->fabian26-[sonOf]->jonas23 => leon16-[boyCousinOf]->jonas23,leon16-[secondUncleOf]->elias6-[sonOf]->olivia0 => leon16-[boyCousinOf]->olivia0,leon16-[secondUncleOf]->nico4-[sonOf]->olivia0 => leon16-[boyCousinOf]->olivia0
secondUncleOf,girlFirstCousinOnceRemovedOf,boyCousinOf,46,129,0.35658914728682173,leon16-[secondUncleOf]->lisa5-[girlFirstCousinOnceRemovedOf]->jonas23 => leon16-[boyCousinOf]->jonas23,leon16-[secondUncleOf]->lisa5-[girlFirstCousinOnceRemovedOf]->johanna22 => leon16-[boyCousinOf]->johanna22,jonas23-[secondUncleOf]->lisa5-[girlFirstCousinOnceRemovedOf]->leon16 => jonas23-[boyCousinOf]->leon16
boyCousinOf,girlCousinOf,boyCousinOf,115,323,0.3560371517027864,leon16-[boyCousinOf]->johanna22-[girlCousinOf]->adam9 => leon16-[boyCousinOf]->adam9,leon16-[boyCousinOf]->johanna22-[girlCousinOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[boyCousinOf]->johanna22-[girlCousinOf]->olivia0 => leon16-[boyCousinOf]->olivia0
girlSecondCousinOf,boySecondCousinOf,girlCousinOf,12,34,0.35294117647058826,selina774-[girlSecondCousinOf]->oskar771-[boySecondCousinOf]->natalie778 => selina774-[girlCousinOf]->natalie778,selina774-[girlSecondCousinOf]->oskar771-[boySecondCousinOf]->vanessa783 => selina774-[girlCousinOf]->vanessa783,selina774-[girlSecondCousinOf]->lukas772-[boySecondCousinOf]->natalie778 => selina774-[girlCousinOf]->natalie778
boyCousinOf,boyCousinOf,boyCousinOf,94,268,0.35074626865671643,leon16-[boyCousinOf]->adam9-[boyCousinOf]->jonas23 => leon16-[boyCousinOf]->jonas23,leon16-[boyCousinOf]->adam9-[boyCousinOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[boyCousinOf]->oskar24-[boyCousinOf]->jonas23 => leon16-[boyCousinOf]->jonas23
greatUncleOf,granddaughterOf,brotherOf,68,194,0.35051546391752575,luis14-[greatUncleOf]->lisa5-[granddaughterOf]->katharina1 => luis14-[brotherOf]->katharina1,philipp70-[greatUncleOf]->claudia69-[granddaughterOf]->simon54 => philipp70-[brotherOf]->simon54,philipp70-[greatUncleOf]->magdalena59-[granddaughterOf]->simon54 => philipp70-[brotherOf]->simon54
sisterOf,uncleOf,motherOf,162,465,0.34838709677419355,olivia0-[sisterOf]->oskar24-[uncleOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[sisterOf]->oskar24-[uncleOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[sisterOf]->adam9-[uncleOf]->elias6 => olivia0-[motherOf]->elias6
brotherOf,uncleOf,fatherOf,131,377,0.34748010610079577,moritz31-[brotherOf]->sebastian49-[uncleOf]->hannah39 => moritz31-[fatherOf]->hannah39,simon54-[brotherOf]->philipp70-[uncleOf]->elena55 => simon54-[fatherOf]->elena55,nico91-[brotherOf]->david100-[uncleOf]->gertrude97 => nico91-[fatherOf]->gertrude97
auntOf,boyCousinOf,motherOf,124,362,0.3425414364640884,katharina1-[auntOf]->leon16-[boyCousinOf]->adam9 => katharina1-[motherOf]->adam9,katharina1-[auntOf]->leon16-[boyCousinOf]->oskar24 => katharina1-[motherOf]->oskar24,katharina1-[auntOf]->leon16-[boyCousinOf]->isabella11 => katharina1-[motherOf]->isabella11
secondUncleOf,boyFirstCousinOnceRemovedOf,boyCousinOf,41,120,0.3416666666666667,leon16-[secondUncleOf]->fabian26-[boyFirstCousinOnceRemovedOf]->adam9 => leon16-[boyCousinOf]->adam9,leon16-[secondUncleOf]->fabian26-[boyFirstCousinOnceRemovedOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[secondUncleOf]->fabian26-[boyFirstCousinOnceRemovedOf]->olivia0 => leon16-[boyCousinOf]->olivia0
motherOf,grandsonOf,daughterOf,173,508,0.3405511811023622,olivia0-[motherOf]->elias6-[grandsonOf]->katharina1 => olivia0-[daughterOf]->katharina1,olivia0-[motherOf]->elias6-[grandsonOf]->dominik2 => olivia0-[daughterOf]->dominik2,katharina1-[motherOf]->oskar24-[grandsonOf]->moritz8 => katharina1-[daughterOf]->moritz8
grandfatherOf,boyFirstCousinOnceRemovedOf,uncleOf,52,157,0.33121019108280253,vincent107-[grandfatherOf]->leo121-[boyFirstCousinOnceRemovedOf]->hannah118 => vincent107-[uncleOf]->hannah118,vincent107-[grandfatherOf]->noah128-[boyFirstCousinOnceRemovedOf]->hannah118 => vincent107-[uncleOf]->hannah118,vincent107-[grandfatherOf]->rene112-[boyFirstCousinOnceRemovedOf]->hannah118 => vincent107-[uncleOf]->hannah118
secondUncleOf,boySecondCousinOf,fatherOf,24,75,0.32,leon16-[secondUncleOf]->fabian26-[boySecondCousinOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[secondUncleOf]->elias6-[boySecondCousinOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[secondUncleOf]->nico4-[boySecondCousinOf]->lena18 => leon16-[fatherOf]->lena18
nephewOf,greatUncleOf,fatherOf,82,261,0.31417624521072796,jonas23-[nephewOf]->luis14-[greatUncleOf]->fabian26 => jonas23-[fatherOf]->fabian26,raphael73-[nephewOf]->tobias57-[greatUncleOf]->paula75 => raphael73-[fatherOf]->paula75,rene58-[nephewOf]->philipp70-[greatUncleOf]->felix65 => rene58-[fatherOf]->felix65
daughterOf,grandmotherOf,motherOf,178,572,0.3111888111888112,olivia0-[daughterOf]->katharina1-[grandmotherOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[daughterOf]->katharina1-[grandmotherOf]->lisa5 => olivia0-[motherOf]->lisa5,katharina1-[daughterOf]->emma7-[grandmotherOf]->oskar24 => katharina1-[motherOf]->oskar24
greatGrandfatherOf,grandsonOf,fatherOf,161,520,0.3096153846153846,david20-[greatGrandfatherOf]->elias6-[grandsonOf]->dominik2 => david20-[fatherOf]->dominik2,david20-[greatGrandfatherOf]->nico4-[grandsonOf]->dominik2 => david20-[fatherOf]->dominik2,moritz8-[greatGrandfatherOf]->fabian26-[grandsonOf]->paula12 => moritz8-[fatherOf]->paula12
greatGrandmotherOf,grandsonOf,motherOf,161,520,0.3096153846153846,ella19-[greatGrandmotherOf]->elias6-[grandsonOf]->dominik2 => ella19-[motherOf]->dominik2,ella19-[greatGrandmotherOf]->nico4-[grandsonOf]->dominik2 => ella19-[motherOf]->dominik2,emma7-[greatGrandmotherOf]->fabian26-[grandsonOf]->paula12 => emma7-[motherOf]->paula12
auntOf,girlCousinOf,motherOf,108,352,0.3068181818181818,katharina1-[auntOf]->johanna22-[girlCousinOf]->adam9 => katharina1-[motherOf]->adam9,katharina1-[auntOf]->johanna22-[girlCousinOf]->oskar24 => katharina1-[motherOf]->oskar24,katharina1-[auntOf]->johanna22-[girlCousinOf]->isabella11 => katharina1-[motherOf]->isabella11
granddaughterOf,fatherOf,daughterOf,240,792,0.30303030303030304,olivia0-[granddaughterOf]->david20-[fatherOf]->dominik2 => olivia0-[daughterOf]->dominik2,selina10-[granddaughterOf]->david20-[fatherOf]->dominik2 => selina10-[daughterOf]->dominik2,isabella11-[granddaughterOf]->david20-[fatherOf]->dominik2 => isabella11-[daughterOf]->dominik2
granddaughterOf,motherOf,daughterOf,240,792,0.30303030303030304,olivia0-[granddaughterOf]->ella19-[motherOf]->dominik2 => olivia0-[daughterOf]->dominik2,selina10-[granddaughterOf]->ella19-[motherOf]->dominik2 => selina10-[daughterOf]->dominik2,isabella11-[granddaughterOf]->ella19-[motherOf]->dominik2 => isabella11-[daughterOf]->dominik2
secondUncleOf,girlSecondCousinOf,fatherOf,26,87,0.2988505747126437,leon16-[secondUncleOf]->lisa5-[girlSecondCousinOf]->lena18 => leon16-[fatherOf]->lena18,jonas23-[secondUncleOf]->lisa5-[girlSecondCousinOf]->fabian26 => jonas23-[fatherOf]->fabian26,jonas23-[secondUncleOf]->lena18-[girlSecondCousinOf]->fabian26 => jonas23-[fatherOf]->fabian26
grandsonOf,greatGrandfatherOf,fatherOf,224,763,0.29357798165137616,leon16-[grandsonOf]->moritz8-[greatGrandfatherOf]->lena18 => leon16-[fatherOf]->lena18,jonas23-[grandsonOf]->moritz8-[greatGrandfatherOf]->fabian26 => jonas23-[fatherOf]->fabian26,marcel27-[grandsonOf]->thomas42-[greatGrandfatherOf]->raphael29 => marcel27-[fatherOf]->raphael29
grandsonOf,greatGrandmotherOf,fatherOf,224,763,0.29357798165137616,leon16-[grandsonOf]->emma7-[greatGrandmotherOf]->lena18 => leon16-[fatherOf]->lena18,jonas23-[grandsonOf]->emma7-[greatGrandmotherOf]->fabian26 => jonas23-[fatherOf]->fabian26,marcel27-[grandsonOf]->karin41-[greatGrandmotherOf]->raphael29 => marcel27-[fatherOf]->raphael29
sisterOf,auntOf,motherOf,152,518,0.29343629343629346,olivia0-[sisterOf]->isabella11-[auntOf]->elias6 => olivia0-[motherOf]->elias6,olivia0-[sisterOf]->isabella11-[auntOf]->lisa5 => olivia0-[motherOf]->lisa5,olivia0-[sisterOf]->selina10-[auntOf]->elias6 => olivia0-[motherOf]->elias6
greatGrandfatherOf,granddaughterOf,fatherOf,137,468,0.29273504273504275,david20-[greatGrandfatherOf]->lisa5-[granddaughterOf]->dominik2 => david20-[fatherOf]->dominik2,moritz8-[greatGrandfatherOf]->lena18-[granddaughterOf]->luis14 => moritz8-[fatherOf]->luis14,marcel27-[greatGrandfatherOf]->hannah39-[granddaughterOf]->raphael29 => marcel27-[fatherOf]->raphael29
greatGrandmotherOf,granddaughterOf,motherOf,137,468,0.29273504273504275,ella19-[greatGrandmotherOf]->lisa5-[granddaughterOf]->dominik2 => ella19-[motherOf]->dominik2,emma7-[greatGrandmotherOf]->lena18-[granddaughterOf]->luis14 => emma7-[motherOf]->luis14,sofia28-[greatGrandmotherOf]->hannah39-[granddaughterOf]->raphael29 => sofia28-[motherOf]->raphael29
grandfatherOf,greatGranddaughterOf,sonOf,136,468,0.2905982905982906,luis14-[grandfatherOf]->lena18-[greatGranddaughterOf]->moritz8 => luis14-[sonOf]->moritz8,luis14-[grandfatherOf]->lena18-[greatGranddaughterOf]->emma7 => luis14-[sonOf]->emma7,dominik2-[grandfatherOf]->lisa5-[greatGranddaughterOf]->david20 => dominik2-[sonOf]->david20
nieceOf,sisterOf,daughterOf,130,455,0.2857142857142857,olivia0-[nieceOf]->paula12-[sisterOf]->katharina1 => olivia0-[daughterOf]->katharina1,olivia0-[nieceOf]->natalie13-[sisterOf]->katharina1 => olivia0-[daughterOf]->katharina1,selina10-[nieceOf]->paula12-[sisterOf]->katharina1 => selina10-[daughterOf]->katharina1
grandmotherOf,girlFirstCousinOnceRemovedOf,auntOf,40,140,0.2857142857142857,katharina1-[grandmotherOf]->lisa5-[girlFirstCousinOnceRemovedOf]->leon16 => katharina1-[auntOf]->leon16,katharina1-[grandmotherOf]->lisa5-[girlFirstCousinOnceRemovedOf]->jonas23 => katharina1-[auntOf]->jonas23,katharina1-[grandmotherOf]->lisa5-[girlFirstCousinOnceRemovedOf]->johanna22 => katharina1-[auntOf]->johanna22
grandsonOf,fatherOf,sonOf,227,820,0.27682926829268295,leon16-[grandsonOf]->moritz8-[fatherOf]->luis14 => leon16-[sonOf]->luis14,jonas23-[grandsonOf]->moritz8-[fatherOf]->paula12 => jonas23-[sonOf]->paula12,oskar24-[grandsonOf]->david20-[fatherOf]->dominik2 => oskar24-[sonOf]->dominik2
grandsonOf,motherOf,sonOf,227,820,0.27682926829268295,leon16-[grandsonOf]->emma7-[motherOf]->luis14 => leon16-[sonOf]->luis14,jonas23-[grandsonOf]->emma7-[motherOf]->paula12 => jonas23-[sonOf]->paula12,oskar24-[grandsonOf]->ella19-[motherOf]->dominik2 => oskar24-[sonOf]->dominik2
boyCousinOf,secondAuntOf,fatherOf,59,214,0.2757009345794392,leon16-[boyCousinOf]->johanna22-[secondAuntOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[boyCousinOf]->olivia0-[secondAuntOf]->lena18 => leon16-[fatherOf]->lena18,leon16-[boyCousinOf]->isabella11-[secondAuntOf]->lena18 => leon16-[fatherOf]->lena18
nephewOf,sisterOf,sonOf,136,496,0.27419354838709675,leon16-[nephewOf]->katharina1-[sisterOf]->luis14 => leon16-[sonOf]->luis14,leon16-[nephewOf]->paula12-[sisterOf]->luis14 => leon16-[sonOf]->luis14,leon16-[nephewOf]->natalie13-[sisterOf]->luis14 => leon16-[sonOf]->luis14
